,Series,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,ARIMAX.rec,ARIMAX.unrec,OLSX.rec,OLSX.unrec,Actual,date,ForecastInterval
4693,Zone x Purpose/CCHol,729.4847031,700.8686995,687.5374167,744.2500451,727.0086931,701.782429,544.4661984,,950.6828694,13,1Step
4694,Zone x Purpose/CCHol,173.7370941,208.7232485,206.9505984,217.1602043,179.7931866,206.3593431,333.4379042,,306.9585646,14,1Step
4695,Zone x Purpose/CCHol,293.1410396,325.3837928,379.7216019,372.1924365,317.4182996,354.9382296,250.6453617,,331.098737,15,1Step
4696,Zone x Purpose/CCHol,566.4272655,564.3510605,590.9383896,584.8881941,490.325873,533.7170773,468.7726564,,516.2406571,16,1Step
4697,Zone x Purpose/CCHol,510.5006952,495.3572462,501.1474088,441.5191556,479.6466112,493.3649149,505.4746806,,697.1271427,17,1Step
4698,Zone x Purpose/CCHol,637.2664227,598.4474348,672.2623597,636.6137893,621.1153206,601.8425111,668.5805331,,630.372031,18,1Step
4699,Zone x Purpose/CCHol,1139.751324,1137.071939,1024.809567,1028.170219,1144.740511,1140.673355,979.4023951,,1018.132992,19,1Step
4700,Zone x Purpose/CCHol,1111.269872,1048.153861,972.7011617,1000.49652,1080.347538,1037.742697,1082.380108,,1142.708294,20,1Step
4701,Zone x Purpose/CCHol,935.1780832,866.4798274,989.5559165,988.3814764,905.4270089,831.9548195,1081.17218,,1065.709582,21,1Step
4702,Zone x Purpose/CCHol,1012.920422,955.6782556,926.5333058,918.8555287,1002.212139,966.9011772,929.2993925,,1102.469457,22,1Step
4703,Zone x Purpose/CCHol,483.5610378,514.0007806,607.8021917,594.3814764,474.060365,527.1972621,549.9070834,,451.0165522,23,1Step
4704,Zone x Purpose/CCHol,335.0461854,351.3108321,425.5249938,422.4559729,307.404541,341.8569909,239.3817139,,145.5035067,24,1Step
4705,Zone x Purpose/CCVis,326.8918678,331.4668694,457.9118515,438.8489152,323.1219764,330.2588488,435.2737587,,456.0157504,1,1Step
4706,Zone x Purpose/CCVis,197.2816443,270.8997312,149.1989944,146.6423911,184.8889507,271.1556352,241.381063,,119.480119,2,1Step
4707,Zone x Purpose/CCVis,187.7297781,239.8963765,205.8171736,215.2545583,185.9310107,239.3802278,211.4923977,,219.0246237,3,1Step
4708,Zone x Purpose/CCVis,287.9468354,300.6078737,285.1480607,279.1985682,306.0409288,302.1630422,177.4162915,,251.9489873,4,1Step
4709,Zone x Purpose/CCVis,275.7609284,302.1397293,302.9370651,326.0825284,274.5537513,302.1651605,334.8340988,,266.4209938,5,1Step
4710,Zone x Purpose/CCVis,303.1622755,309.4286639,283.5587398,288.9632698,316.1940222,352.8844536,270.9096891,,245.7935266,6,1Step
4711,Zone x Purpose/CCVis,360.7099015,364.5769945,422.1677351,422.7888706,403.2373319,364.562174,408.2999189,,469.853775,7,1Step
4712,Zone x Purpose/CCVis,284.4211054,303.6812238,329.2524917,323.1527389,289.5098176,303.6761188,336.0034638,,428.7550619,8,1Step
4713,Zone x Purpose/CCVis,271.6127462,243.0545038,342.9539124,370.7672441,248.852435,243.0205426,312.3116909,,340.6351006,9,1Step
4714,Zone x Purpose/CCVis,315.0825682,362.1320017,334.1823101,338.2637365,316.9346818,362.1254875,357.3146594,,224.1743064,10,1Step
4715,Zone x Purpose/CCVis,148.5218991,198.5855752,219.1541929,181.2586202,148.031062,198.8646234,213.5704038,,359.1130257,11,1Step
4716,Zone x Purpose/CCVis,242.81807,256.8454939,281.120942,293.1348086,243.3784462,257.1523126,273.8685886,,194.6928524,12,1Step
4717,Zone x Purpose/CCVis,363.5158927,331.8806967,410.2030541,404.4367166,346.6560656,331.8226812,440.4965819,,297.2094341,13,1Step
4718,Zone x Purpose/CCVis,168.9632537,243.6544609,180.5965591,174.1476426,166.8082437,244.645588,251.6006995,,263.7720565,14,1Step
4719,Zone x Purpose/CCVis,155.2749764,243.0815359,210.3768471,206.4479825,198.7065733,238.1558604,221.6241304,,202.6362608,15,1Step
4720,Zone x Purpose/CCVis,269.5411399,286.4184432,303.914642,270.1669626,212.2471872,290.82823,283.4064023,,230.4833073,16,1Step
4721,Zone x Purpose/CCVis,271.2097949,266.9628848,274.4055891,250.3409143,231.400888,267.1539152,270.1293662,,293.8751358,17,1Step
4722,Zone x Purpose/CCVis,273.4398708,279.1160921,291.3733577,297.1890328,287.126615,280.0845631,270.7617693,,247.3626617,18,1Step
4723,Zone x Purpose/CCVis,389.3345799,341.9276706,475.9772582,466.3572748,370.5216209,341.573467,411.9419455,,428.610996,19,1Step
4724,Zone x Purpose/CCVis,321.6647969,348.2075154,340.4823634,332.9692687,316.5240561,348.5084546,340.6127668,,332.711056,20,1Step
4725,Zone x Purpose/CCVis,312.3629959,292.2024863,281.1780459,289.9639114,319.6596925,292.0216065,317.2801074,,323.0199982,21,1Step
4726,Zone x Purpose/CCVis,287.4691852,273.6320512,439.5124145,429.0300928,272.2358418,274.3237072,362.4260978,,335.8189556,22,1Step
4727,Zone x Purpose/CCVis,253.5336239,300.0487869,216.5573552,186.3621512,239.0837225,299.6226939,218.7257676,,194.9896574,23,1Step
4728,Zone x Purpose/CCVis,269.5743808,261.1363488,255.4862621,251.0335111,265.1256438,262.575664,279.036877,,251.1890248,24,1Step
4729,Zone x Purpose/CCBus,211.3258885,200.1382891,115.5118866,64.96325466,210.8501575,205.4401586,103.9796383,,96.566579,1,1Step
4730,Zone x Purpose/CCBus,134.7759107,174.6670524,216.5204513,165.9933715,146.6659047,181.0605465,168.2029149,,116.929912,2,1Step
4731,Zone x Purpose/CCBus,185.6227056,191.0793929,207.3491684,181.0238953,185.545206,195.4792739,160.4190746,,144.9903433,3,1Step
4732,Zone x Purpose/CCBus,144.8543891,176.4858965,162.0531873,123.254284,105.5292515,117.2077164,172.5001074,,334.6149653,4,1Step
4733,Zone x Purpose/CCBus,238.6041628,224.17089,223.7604216,153.0038765,251.3288157,228.5413017,192.531,,198.8714655,5,1Step
4734,Zone x Purpose/CCBus,219.0543212,183.6709994,246.382057,219.0071226,216.0309972,185.5318147,224.9116286,,245.3075687,6,1Step
4735,Zone x Purpose/CCBus,270.2271378,206.3655923,311.9500156,264.4601702,266.5578107,209.7726798,238.4648311,,275.6543077,7,1Step
4736,Zone x Purpose/CCBus,286.2937765,214.7464323,279.9980556,224.3856406,272.5230873,213.435528,333.4704882,,352.4444877,8,1Step
4737,Zone x Purpose/CCBus,237.2083106,215.6184941,292.6415423,256.5102595,231.1113145,217.5478638,278.917737,,335.4141842,9,1Step
4738,Zone x Purpose/CCBus,247.5982291,198.8016187,259.8742086,261.8772169,251.2499916,202.8440269,248.4587944,,207.8952811,10,1Step
4739,Zone x Purpose/CCBus,236.1180572,203.9345758,253.8732243,178.1569406,233.4690793,206.0156007,206.0717819,,281.2789073,11,1Step
4740,Zone x Purpose/CCBus,216.3020042,218.4239072,256.2655514,219.4671621,219.1573413,219.5835246,194.8724266,,330.9998258,12,1Step
4741,Zone x Purpose/CCBus,181.5880317,194.5019898,105.2860614,68.22375251,184.1223248,199.4329186,70.74351607,,111.3318491,13,1Step
4742,Zone x Purpose/CCBus,178.6513179,174.9874401,207.5422269,201.1987689,191.7251899,180.3983705,135.8808305,,209.2947138,14,1Step
4743,Zone x Purpose/CCBus,235.1479603,201.1502651,227.9029227,191.3527351,218.5255992,150.5537006,133.3726596,,149.1806428,15,1Step
4744,Zone x Purpose/CCBus,203.4848765,193.8665716,172.7097449,123.5553279,193.6385687,206.879725,138.2414296,,191.5434313,16,1Step
4745,Zone x Purpose/CCBus,258.4673269,200.2368835,262.8086758,225.012931,256.301277,199.539924,187.2335438,,254.6789839,17,1Step
4746,Zone x Purpose/CCBus,272.5836747,201.1777316,260.7341441,217.3547485,276.9333166,207.2068972,214.6001535,,421.7499708,18,1Step
4747,Zone x Purpose/CCBus,284.3053451,225.0269501,273.7052515,265.9304558,277.2149398,225.1731261,228.0769684,,179.2595775,19,1Step
4748,Zone x Purpose/CCBus,255.7666414,191.2178355,298.296627,285.0224709,269.977356,196.1241934,324.0468863,,394.543951,20,1Step
4749,Zone x Purpose/CCBus,266.6841395,225.4005574,299.1950322,300.2274629,260.0249146,234.3074904,270.8927181,,195.3785027,21,1Step
4750,Zone x Purpose/CCBus,250.9463588,195.8998264,264.5200187,225.6663825,244.2870437,198.1598955,241.7232751,,240.459645,22,1Step
4751,Zone x Purpose/CCBus,235.4028594,207.1559549,229.3604164,224.2218787,224.7741475,229.3506613,200.4514563,,317.8510124,23,1Step
4752,Zone x Purpose/CCBus,257.0861917,218.8144159,264.2667589,224.2626234,252.7424547,240.3617578,190.1884087,,149.4298531,24,1Step
4753,Zone x Purpose/CCOth,25.9991308,42.06028989,23.64878531,20.82289324,30.13951067,43.4890745,21.08681306,,174.8775576,1,1Step
4754,Zone x Purpose/CCOth,28.83070668,54.34463947,11.05137561,8.956844569,29.02378309,55.53725325,25.21239956,,10.7049029,2,1Step
4755,Zone x Purpose/CCOth,45.53888796,47.85336323,78.01850925,69.13971158,50.8135996,51.81226762,45.89673665,,108.8460435,3,1Step
4756,Zone x Purpose/CCOth,12.54613411,49.28828903,12.41171141,1.140924234,19.47945946,31.45820181,27.86462276,,6.3281063,4,1Step
4757,Zone x Purpose/CCOth,53.81833017,51.31065282,25.36481546,15.4319639,53.58027423,52.81437181,-2.819898962,,63.6824545,5,1Step
4758,Zone x Purpose/CCOth,34.13918086,45.49300531,1.360433064,5.731836818,30.1337225,47.14939079,7.640982433,,132.7457998,6,1Step
4759,Zone x Purpose/CCOth,67.94221106,51.32642854,32.91804727,44.42487301,66.40420683,52.87049558,33.25820484,,159.159413,7,1Step
4760,Zone x Purpose/CCOth,66.67909514,42.82439397,91.4234472,73.74911348,46.08488315,44.63869088,67.93227261,,16.8613414,8,1Step
4761,Zone x Purpose/CCOth,62.61714472,62.25726522,35.45161156,40.15464914,53.58986372,63.52900124,70.61305935,,148.9117511,9,1Step
4762,Zone x Purpose/CCOth,36.38421178,44.88375738,52.36249576,63.33390248,30.31332022,46.6815243,51.46607429,,7.9078442,10,1Step
4763,Zone x Purpose/CCOth,39.51043754,41.87513049,19.98465287,1.815426241,43.25707792,50.84400868,8.000914128,,49.0910379,11,1Step
4764,Zone x Purpose/CCOth,21.58515732,44.75733942,35.89678679,23.09528945,20.57233843,46.51923404,5.997995721,,150.5526929,12,1Step
4765,Zone x Purpose/CCOth,46.66153205,42.95690827,-6.466289467,10.79948763,45.08659413,44.73960954,9.865267116,,64.3982957,13,1Step
4766,Zone x Purpose/CCOth,39.47823353,49.21850968,67.61479274,59.17335263,40.9424719,50.92420804,25.06202356,,172.5885145,14,1Step
4767,Zone x Purpose/CCOth,48.25589738,48.05836145,33.44086491,26.42611501,50.16880905,25.80444855,45.38713464,,51.4304269,15,1Step
4768,Zone x Purpose/CCOth,48.13511817,46.29756573,47.09023833,33.99563871,14.88118843,51.86571732,6.684347332,,70.3580051,16,1Step
4769,Zone x Purpose/CCOth,76.3868712,51.02329733,43.98756244,29.77135729,62.43384894,52.68929677,14.07636335,,23.4416978,17,1Step
4770,Zone x Purpose/CCOth,88.6760865,53.83097397,54.31638682,30.89628897,79.58541738,55.40553015,7.997259113,,28.5646092,18,1Step
4771,Zone x Purpose/CCOth,89.46463333,45.37088797,48.50732899,43.48417356,79.06091694,47.16313159,33.12014951,,62.3702571,19,1Step
4772,Zone x Purpose/CCOth,116.4895564,69.27101195,94.44665225,86.29771975,108.6658422,70.36977326,67.21254951,,29.8141782,20,1Step
4773,Zone x Purpose/CCOth,70.79918267,43.06212866,55.82071249,55.63816104,67.42103471,44.90679531,69.7004392,,102.7521595,21,1Step
4774,Zone x Purpose/CCOth,71.26302214,47.27612791,62.66793411,56.0891783,54.55469267,49.01813971,50.44679737,,23.5683826,22,1Step
4775,Zone x Purpose/CCOth,39.15591476,60.32544131,23.3698445,37.46598162,19.81542872,61.65759374,6.922448798,,26.7190775,23,1Step
4776,Zone x Purpose/CCOth,41.59759143,43.04408132,22.5797703,15.43117012,21.56660891,44.88325106,4.82712049,,20.5930624,24,1Step
4777,Zone x Purpose/CDHol,161.5771444,143.662995,189.8909149,211.5240236,152.5972653,142.0641819,179.1321876,,95.321646,1,1Step
4778,Zone x Purpose/CDHol,103.6768521,112.5689955,73.17170617,85.27918668,106.0528481,111.5687779,128.2135471,,145.1587516,2,1Step
4779,Zone x Purpose/CDHol,130.4693975,192.9715127,97.71801932,121.5393748,122.302036,182.9771994,119.7031823,,93.0421485,3,1Step
4780,Zone x Purpose/CDHol,171.6882898,212.5882207,218.6991108,239.360071,201.6189047,237.9465901,125.0085494,,218.3666328,4,1Step
4781,Zone x Purpose/CDHol,144.6525181,163.8101428,132.6923925,150.3583422,135.0112031,162.4577125,159.5855877,,140.9237808,5,1Step
4782,Zone x Purpose/CDHol,160.6652419,167.0766168,116.8872175,132.9036731,162.76389,165.5946237,168.7756927,,88.0441275,6,1Step
4783,Zone x Purpose/CDHol,193.3604409,202.5994257,226.3699237,262.6808231,190.1432918,200.689541,204.9899004,,431.4671693,7,1Step
4784,Zone x Purpose/CDHol,248.1725792,197.6878262,244.9388087,221.5162499,228.6953572,196.3169803,246.0221168,,158.8267298,8,1Step
4785,Zone x Purpose/CDHol,212.8422589,198.8785913,262.4054453,296.9232524,209.8279115,196.9997683,280.9008132,,190.1719797,9,1Step
4786,Zone x Purpose/CDHol,203.0784941,200.6978038,187.631449,209.082135,202.0365337,198.8412345,210.5746958,,178.5064203,10,1Step
4787,Zone x Purpose/CDHol,108.9593447,115.7995145,81.19073516,76.76439218,102.5611295,114.5775046,104.9396196,,87.1938119,11,1Step
4788,Zone x Purpose/CDHol,96.30694451,140.3955829,60.89625094,112.197349,96.87211254,138.9942907,89.88424589,,98.9084593,12,1Step
4789,Zone x Purpose/CDHol,161.96932,118.0973598,154.5493069,166.497958,152.0206755,116.9892285,167.764271,,135.1510988,13,1Step
4790,Zone x Purpose/CDHol,119.307585,138.8483144,69.77221934,72.40408655,125.1770679,137.7109835,136.1947238,,62.7366701,14,1Step
4791,Zone x Purpose/CDHol,109.9321802,154.1255952,111.6522892,128.9104368,136.2938129,193.8335899,126.4313925,,106.3077035,15,1Step
4792,Zone x Purpose/CDHol,187.5059296,193.0413676,246.6814101,252.2554903,144.1056373,172.2494234,182.0126558,,250.9169797,16,1Step
4793,Zone x Purpose/CDHol,161.789394,165.8492546,142.060024,95.20450024,145.2888164,164.7059571,125.9406601,,133.564399,17,1Step
4794,Zone x Purpose/CDHol,152.7244384,145.7520148,193.3651281,203.7910126,135.6657986,144.6095689,158.9302303,,226.8055276,18,1Step
4795,Zone x Purpose/CDHol,261.7160526,254.1846268,252.1440778,221.5045776,267.2736885,253.3788956,206.2931254,,498.0859985,19,1Step
4796,Zone x Purpose/CDHol,261.3265596,192.5138734,247.0208426,254.194149,238.9500726,191.1285553,247.5354018,,218.5961648,20,1Step
4797,Zone x Purpose/CDHol,234.3217731,174.847776,282.148661,298.537469,226.728305,173.9970396,282.4256827,,228.0304615,21,1Step
4798,Zone x Purpose/CDHol,220.5908082,172.8428588,206.8466815,198.3164123,206.5468513,171.9515507,211.8214515,,284.3039851,22,1Step
4799,Zone x Purpose/CDHol,128.7421176,116.7657266,112.7638651,85.90450994,116.4580578,116.0890257,105.9545033,,130.3266694,23,1Step
4800,Zone x Purpose/CDHol,126.7824493,127.8662588,131.1827696,119.1575471,110.8932058,127.1114033,90.65337791,,63.2105131,24,1Step
4801,Zone x Purpose/CDVis,227.1285624,222.3795322,278.988045,283.9445597,224.8928416,220.5926793,300.1706804,,176.2018235,1,1Step
4802,Zone x Purpose/CDVis,150.5991007,191.5863292,141.7066896,174.2215997,132.5610899,189.7244939,225.7297748,,55.5676263,2,1Step
4803,Zone x Purpose/CDVis,129.0633166,197.6863726,134.2180313,154.9261626,124.1242021,190.737778,144.7047592,,174.6594293,3,1Step
4804,Zone x Purpose/CDVis,182.5633228,192.5624644,205.2826231,213.5853324,213.7710029,220.3713882,129.2941154,,259.0500352,4,1Step
4805,Zone x Purpose/CDVis,171.9664366,177.6310958,138.7110017,181.5631374,155.3960592,174.8556919,217.8607211,,115.7022469,5,1Step
4806,Zone x Purpose/CDVis,190.612238,183.3646841,154.8321594,178.628568,174.643135,181.084057,153.2899886,,163.6205623,6,1Step
4807,Zone x Purpose/CDVis,191.7598286,198.2622696,249.128545,232.2888375,224.6356939,196.1175528,206.9669976,,149.979655,7,1Step
4808,Zone x Purpose/CDVis,160.4763843,183.1823629,174.0754729,198.48177,162.7844251,180.8427882,178.4924335,,109.455275,8,1Step
4809,Zone x Purpose/CDVis,205.9942882,196.3937866,173.6265737,211.1320154,184.1727599,194.0957124,175.4165526,,283.0375437,9,1Step
4810,Zone x Purpose/CDVis,139.3067027,164.2036429,156.3425408,158.5436348,136.6383632,161.6765049,143.6595274,,112.3528533,10,1Step
4811,Zone x Purpose/CDVis,131.951362,171.8386154,148.5489819,154.6276519,127.6913073,169.2429359,126.2051772,,147.1036623,11,1Step
4812,Zone x Purpose/CDVis,218.6578697,210.1886761,224.9272147,260.4900353,215.1076242,208.1283178,209.9366194,,293.7547873,12,1Step
4813,Zone x Purpose/CDVis,264.275767,210.7445763,323.4428754,303.5685003,241.3121401,209.1000838,322.580037,,265.965405,13,1Step
4814,Zone x Purpose/CDVis,130.6005371,162.3292424,159.4528308,149.276731,130.8165031,159.9920448,239.70674,,189.2944091,14,1Step
4815,Zone x Purpose/CDVis,112.9516212,205.6259091,148.7969316,174.9525924,172.4000666,243.4035221,155.1521378,,159.1200322,15,1Step
4816,Zone x Purpose/CDVis,186.6134305,200.5615094,229.995665,205.6681048,146.6035623,187.8059987,193.8270278,,162.2179981,16,1Step
4817,Zone x Purpose/CDVis,161.487262,181.28243,199.8577716,194.2415761,142.702819,179.3272077,189.9465542,,241.6860426,17,1Step
4818,Zone x Purpose/CDVis,157.1279662,177.0329248,119.8512738,171.2467239,167.3256988,174.9575976,147.3842127,,234.5197165,18,1Step
4819,Zone x Purpose/CDVis,209.7342942,186.5353943,238.8464179,203.7141885,203.8273973,184.5991252,206.1081353,,127.8699519,19,1Step
4820,Zone x Purpose/CDVis,144.3178255,172.1648396,202.7402337,187.2911479,136.3161959,170.1376538,178.7027277,,221.0945639,20,1Step
4821,Zone x Purpose/CDVis,213.0802607,208.3261573,168.9976309,182.0614601,215.381533,206.4064284,175.841248,,219.8412335,21,1Step
4822,Zone x Purpose/CDVis,169.852901,162.1431465,156.3307126,132.6076083,159.3174682,160.0073728,144.0452263,,787.1635311,22,1Step
4823,Zone x Purpose/CDVis,159.6913236,162.9132019,166.7145122,117.408497,154.3320073,168.5935704,126.4933524,,109.5119841,23,1Step
4824,Zone x Purpose/CDVis,237.090697,215.2335474,224.9801548,228.5956048,233.30344,213.054893,210.1311914,,252.0828214,24,1Step
4825,Zone x Purpose/CDBus,351.7276875,330.1252817,292.0822164,253.5297169,349.1446483,330.2496149,321.2740841,,226.6770341,1,1Step
4826,Zone x Purpose/CDBus,317.8955252,327.8448744,294.657112,256.2090597,324.5453342,327.568637,270.8864455,,335.031059,2,1Step
4827,Zone x Purpose/CDBus,311.1654771,345.4900683,334.0809482,306.5622893,309.508916,345.4332134,200.9857192,,190.6603249,3,1Step
4828,Zone x Purpose/CDBus,273.7240024,315.8442282,276.0916707,280.9737591,291.1481133,326.7458159,153.5410911,,110.8417773,4,1Step
4829,Zone x Purpose/CDBus,297.4276298,277.7387724,379.360538,378.5593456,296.524854,279.0326249,319.987175,,327.5809119,5,1Step
4830,Zone x Purpose/CDBus,367.5105646,356.3864401,386.2332674,356.542973,365.4537177,355.2026063,332.5609954,,381.5471058,6,1Step
4831,Zone x Purpose/CDBus,338.7982761,296.052353,422.8648788,376.3495689,330.4961574,295.2522808,313.0436887,,355.8193346,7,1Step
4832,Zone x Purpose/CDBus,351.6597289,297.7828177,320.8523962,317.2999474,338.5709781,298.4619262,324.2656065,,201.5152853,8,1Step
4833,Zone x Purpose/CDBus,314.3961932,322.0314223,417.9631335,399.4185957,305.8810984,322.4727466,303.3533891,,414.8455391,9,1Step
4834,Zone x Purpose/CDBus,373.5045152,353.2947525,263.8313899,299.5084265,373.6013754,351.9870563,225.1835768,,164.1700872,10,1Step
4835,Zone x Purpose/CDBus,265.9628795,228.6490178,241.7679591,234.6004225,262.4400352,230.5294173,190.8472071,,310.2170155,11,1Step
4836,Zone x Purpose/CDBus,321.4827117,326.6556333,264.9905205,259.1338983,333.4921365,327.5089191,182.7136809,,149.5115717,12,1Step
4837,Zone x Purpose/CDBus,281.7649517,288.6194006,246.5481667,227.3004006,309.1218242,332.2720517,182.2731708,,79.6073464,13,1Step
4838,Zone x Purpose/CDBus,254.5878805,239.001036,236.7082173,198.1588191,242.2208243,225.2297205,191.1924921,,179.5485998,14,1Step
4839,Zone x Purpose/CDBus,275.4110252,272.0972143,187.2813151,203.5965092,287.5876023,271.1010884,152.9009802,,341.9391623,15,1Step
4840,Zone x Purpose/CDBus,246.5949367,250.97995,309.3908574,282.1291139,253.112895,250.6104381,214.5331325,,140.9943846,16,1Step
4841,Zone x Purpose/CDBus,253.5707566,228.4259582,223.5578387,214.9301433,268.2721177,227.850908,265.163468,,267.5657639,17,1Step
4842,Zone x Purpose/CDBus,299.7388185,283.6243279,322.5917062,344.1026174,300.0933946,284.4624025,300.0640214,,80.9971665,18,1Step
4843,Zone x Purpose/CDBus,245.5733662,208.0005604,266.5412515,244.5253577,247.240295,217.5057717,296.6287229,,150.1955991,19,1Step
